fruit,path,label
Persimmon,images/Persimmon\Persimmon763.png,9
Guava,images/Guava/guava total final\Guava456.png,3
Plum,images/Plum\PlumÒÇé939.png,11
Persimmon,images/Persimmon\Persimmon1685.png,9
Pomegranate,images/Pomegranate\Pomegranet001488.png,12
Pitaya,images/Pitaya\Pitaya001911.png,10
Guava,images/Guava/guava total final\Guava0431.png,3
Mango,images/Mango\Mango003730.png,5
Mango,images/Mango\Mango003599.png,5
muskmelon,images/muskmelon\Muskmelon 001092.png,14
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00213.png,4
Apple,images/Apple\Apple 03358.png,0
Pear,images/Pear\Pear 1956.png,8
Kiwi,images/Kiwi/Kiwi C\Kiwi C00167.png,4
Guava,images/Guava/guava total final\Guava287.png,3
Banana,images/Banana\Banana01866.png,1
Pomegranate,images/Pomegranate\Pomegranet00627.png,12
Pear,images/Pear\Pear 2081.png,8
Peach,images/Peach\Peach00610.png,7
Tomatoes,images/Tomatoes\Tamotoes001211.png,13
Apple,images/Apple\Apple_0_6501.png,0
Plum,images/Plum\PlumÒÇé1733.png,11
Guava,images/Guava/guava total final\Guava01469.png,3
Pear,images/Pear\Pear 444.png,8
Guava,images/Guava/guava total final\cene04051.png,3
Peach,images/Peach\Peach001675.png,7
muskmelon,images/muskmelon\Muskmelon 001692.png,14
Pear,images/Pear\Pear 1353.png,8
Peach,images/Peach\Peach00439.png,7
Pear,images/Pear\Pear 254.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003066.png,4
Carambola,images/Carambola\Carambola 00530.png,2
Guava,images/Guava/guava total final\Guava990.png,3
Guava,images/Guava/guava total final\Guava0933.png,3
Guava,images/Guava/guava total final\Guava618.png,3
Carambola,images/Carambola\Carambola 001135.png,2
Pear,images/Pear\Pear 2049.png,8
Pitaya,images/Pitaya\Pitaya001458.png,10
Kiwi,images/Kiwi/kiwi A\Kiwi A001340.png,4
Guava,images/Guava/guava total final\Guava0621.png,3
muskmelon,images/muskmelon\Muskmelon 00675.png,14
Persimmon,images/Persimmon\Persimmon1397.png,9
Carambola,images/Carambola\Carambola 00841.png,2
muskmelon,images/muskmelon\Muskmelon 001629.png,14
Banana,images/Banana\Banana01542.png,1
Apple,images/Apple\Apple 0732.png,0
muskmelon,images/muskmelon\Muskmelon 001576.png,14
Pear,images/Pear\Pear 1669.png,8
Pear,images/Pear\pear_0_2539.png,8
Plum,images/Plum\PlumÒÇé639.png,11
Peach,images/Peach\Peach002285.png,7
Orange,images/Orange\Orange002384.png,6
Pomegranate,images/Pomegranate\Pomegranet002129.png,12
Carambola,images/Carambola\Carambola 001825.png,2
Guava,images/Guava/guava total final\Guava706.png,3
muskmelon,images/muskmelon\Muskmelon 001657.png,14
Guava,images/Guava/guava total final\Guava02276.png,3
Apple,images/Apple\Apple 03782.png,0
Kiwi,images/Kiwi/Kiwi B\Kiwi B00327.png,4
Peach,images/Peach\Peach002411.png,7
Mango,images/Mango\Mango001638.png,5
muskmelon,images/muskmelon\Muskmelon 00243.png,14
Guava,images/Guava/guava total final\Guava0477.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00407.png,4
Apple,images/Apple\Apple 0710.png,0
Tomatoes,images/Tomatoes\Tamotoes00894.png,13
Pitaya,images/Pitaya\Pitaya001428.png,10
Carambola,images/Carambola\Carambola 00925.png,2
Peach,images/Peach\Peach00634.png,7
Banana,images/Banana\Banana0385.png,1
Pitaya,images/Pitaya\Pitaya007.png,10
Pitaya,images/Pitaya\Pitaya001871.png,10
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003337.png,4
Orange,images/Orange\Orange002698.png,6
Pitaya,images/Pitaya\Pitaya001222.png,10
muskmelon,images/muskmelon\Muskmelon 00387.png,14
Apple,images/Apple\Apple 02864.png,0
Pear,images/Pear\Pear 98.png,8
muskmelon,images/muskmelon\Muskmelon 001639.png,14
Orange,images/Orange\Orange001088.png,6
muskmelon,images/muskmelon\Muskmelon 001980.png,14
Carambola,images/Carambola\Carambola 00305.png,2
Kiwi,images/Kiwi/Kiwi C\Kiwi C00930.png,4
Apple,images/Apple\Apple 0947.png,0
Banana,images/Banana\Banana01462.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002986.png,4
Banana,images/Banana\Banana01546.png,1
Guava,images/Guava/guava total final\Guava614.png,3
Tomatoes,images/Tomatoes\Tamotoes0080.png,13
Persimmon,images/Persimmon\Persimmon649.png,9
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi0012.png,4
Mango,images/Mango\Mango002544.png,5
Apple,images/Apple\Apple 04246.jpeg,0
Carambola,images/Carambola\Carambola 0088.png,2
Pear,images/Pear\Pear 684.png,8
Apple,images/Apple\Apple 02468.png,0
Guava,images/Guava/guava total final\Guava0416.png,3
Mango,images/Mango\Mango003001.png,5
Apple,images/Apple\Apple 03038.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A00312.png,4
Peach,images/Peach\Peach001022.png,7
Guava,images/Guava/guava total final\Guava01824.png,3
Orange,images/Orange\Orange002527.png,6
Apple,images/Apple\Apple 02811.png,0
Peach,images/Peach\Peach00793.png,7
Apple,images/Apple\Apple 03184.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A00481.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B001008.png,4
Apple,images/Apple\Apple_0_9009.png,0
Guava,images/Guava/guava total final\Guava03434.png,3
Guava,images/Guava/guava total final\Guava03164.png,3
Guava,images/Guava/guava total final\Guava1025.png,3
Banana,images/Banana\Banana0259.png,1
Orange,images/Orange\Orange00328.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003805.png,4
Guava,images/Guava/guava total final\scene04181.png,3
Pomegranate,images/Pomegranate\Pomegranet001773.png,12
Orange,images/Orange\Orange00285.png,6
Carambola,images/Carambola\Carambola 00534.png,2
Apple,images/Apple\Apple_0_3026.png,0
Mango,images/Mango\Mango002299.png,5
muskmelon,images/muskmelon\Muskmelon 001136.png,14
Guava,images/Guava/guava total final\Guava0803.png,3
Carambola,images/Carambola\Carambola 001355.png,2
Pitaya,images/Pitaya\Pitaya00265.png,10
Guava,images/Guava/guava total final\Guava311.png,3
Orange,images/Orange\Orange00393.png,6
Kiwi,images/Kiwi/kiwi A\Kiwi A001714.png,4
Apple,images/Apple\Apple 0426.png,0
Persimmon,images/Persimmon\Persimmon1928.png,9
Mango,images/Mango\Mango002232.png,5
Mango,images/Mango\Mango00950.png,5
Peach,images/Peach\Peach001313.png,7
Pomegranate,images/Pomegranate\Pomegranet00927.png,12
Peach,images/Peach\Peach002118.png,7
Carambola,images/Carambola\Carambola 00840.png,2
Banana,images/Banana\Banana0300.png,1
Orange,images/Orange\Orange001393.png,6
Banana,images/Banana\Banana02335.png,1
Guava,images/Guava/guava total final\Guava01944.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001109.png,4
Banana,images/Banana\Banana0708.png,1
Orange,images/Orange\Orange002315.png,6
Banana,images/Banana\Banana02333.png,1
Apple,images/Apple\Apple 04773.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A00757.png,4
Mango,images/Mango\Mango004098.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003902.png,4
Carambola,images/Carambola\Carambola 0084.png,2
Apple,images/Apple\Apple 01174.png,0
Carambola,images/Carambola\Carambola 001770.png,2
Pear,images/Pear\Pear 18.png,8
Pomegranate,images/Pomegranate\Pomegranet00436.png,12
Guava,images/Guava/guava total final\Guava02927.png,3
Guava,images/Guava/guava total final\Guava0702.png,3
Guava,images/Guava/guava total final\Guava03914.png,3
Apple,images/Apple\Apple 02505.png,0
Guava,images/Guava/guava total final\cene10561.png,3
Orange,images/Orange\Orange001576.png,6
Tomatoes,images/Tomatoes\Tamotoes002079.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002716.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001121.png,4
Guava,images/Guava/guava total final\Guava03893.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001846.png,4
Peach,images/Peach\Peach002190.png,7
Kiwi,images/Kiwi/kiwi A\Kiwi A0089.png,4
Pear,images/Pear\Pear 1209.png,8
Orange,images/Orange\Orange002203.png,6
Apple,images/Apple\Apple 02901.png,0
Kiwi,images/Kiwi/Kiwi B\Kiwi B00458.png,4
Persimmon,images/Persimmon\Persimmon446.png,9
Guava,images/Guava/guava total final\Guava376.png,3
Guava,images/Guava/guava total final\Guava636.png,3
Mango,images/Mango\Mango003625.png,5
Pomegranate,images/Pomegranate\Pomegranet001317.png,12
Guava,images/Guava/guava total final\Guava237.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C0031.png,4
Mango,images/Mango\Mango001944.png,5
Persimmon,images/Persimmon\Persimmon1846.png,9
Apple,images/Apple\Apple 0545.png,0
Pear,images/Pear\Pear 842.png,8
Carambola,images/Carambola\Carambola 001875.png,2
Plum,images/Plum\PlumÒÇé71.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001513.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A002010.png,4
Peach,images/Peach\Peach002029.png,7
Kiwi,images/Kiwi/Kiwi C\Kiwi C00814.png,4
Guava,images/Guava/guava total final\Guava02550.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002888.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002173.png,4
Plum,images/Plum\PlumÒÇé1644.png,11
Guava,images/Guava/guava total final\Guava01084.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001821.png,4
Persimmon,images/Persimmon\Persimmon371.png,9
Apple,images/Apple\Apple 02524.png,0
Guava,images/Guava/guava total final\scene15241.png,3
Carambola,images/Carambola\Carambola 001911.png,2
Orange,images/Orange\Orange001375.png,6
Pear,images/Pear\Pear 1964.png,8
Pitaya,images/Pitaya\Pitaya00869.png,10
Banana,images/Banana\Banana0826.png,1
Tomatoes,images/Tomatoes\Tamotoes00835.png,13
Kiwi,images/Kiwi/kiwi A\Kiwi A00332.png,4
Carambola,images/Carambola\Carambola 001185.png,2
Pear,images/Pear\pear_0_5927.png,8
Peach,images/Peach\Peach001529.png,7
Guava,images/Guava/guava total final\Guava1254.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A00110.png,4
Peach,images/Peach\Peach001012.png,7
Guava,images/Guava/guava total final\Guava0255.png,3
Apple,images/Apple\Apple 04441.jpeg,0
Guava,images/Guava/guava total final\Guava1236.png,3
Tomatoes,images/Tomatoes\Tamotoes00349.png,13
Peach,images/Peach\Peach002367.png,7
Carambola,images/Carambola\Carambola 00450.png,2
Pomegranate,images/Pomegranate\Pomegranet001782.png,12
Mango,images/Mango\Mango001795.png,5
Guava,images/Guava/guava total final\Guava407.png,3
Pitaya,images/Pitaya\Pitaya00794.png,10
Banana,images/Banana\Banana01377.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A00230.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002402.png,4
Orange,images/Orange\Orange002624.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00498.png,4
muskmelon,images/muskmelon\Muskmelon 001510.png,14
Banana,images/Banana\Banana02086.png,1
Banana,images/Banana\Banana02488.png,1
Banana,images/Banana\Banana02147.png,1
Tomatoes,images/Tomatoes\Tamotoes002034.png,13
Guava,images/Guava/guava total final\Guava029.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A00104.png,4
Pear,images/Pear\Pear 989.png,8
muskmelon,images/muskmelon\Muskmelon 001041.png,14
Apple,images/Apple\Apple 02823.png,0
Apple,images/Apple\Apple 0414.png,0
Tomatoes,images/Tomatoes\Tamotoes001365.png,13
Tomatoes,images/Tomatoes\Tamotoes001582.png,13
Apple,images/Apple\Apple 02339.png,0
Kiwi,images/Kiwi/Kiwi B\Kiwi B0093.png,4
Pear,images/Pear\pear_0_2880.png,8
Guava,images/Guava/guava total final\Guava0999.png,3
Pear,images/Pear\Pear 1868.png,8
Pear,images/Pear\Pear 1464.png,8
Pear,images/Pear\Pear 795.png,8
Pear,images/Pear\Pear 2055.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi004048.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001740.png,4
Orange,images/Orange\Orange001653.png,6
Pomegranate,images/Pomegranate\Pomegranet0047.png,12
Kiwi,images/Kiwi/kiwi A\Kiwi A001254.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00272.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00585.png,4
Carambola,images/Carambola\Carambola 00505.png,2
Apple,images/Apple\Apple_0_2036.png,0
Apple,images/Apple\Apple 03349.png,0
Pear,images/Pear\Pear 1819.png,8
Apple,images/Apple\Apple 02316.png,0
Persimmon,images/Persimmon\Persimmon1362.png,9
Banana,images/Banana\Banana02225.png,1
Tomatoes,images/Tomatoes\Tamotoes001318.png,13
Guava,images/Guava/guava total final\Guava01648.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002902.png,4
Guava,images/Guava/guava total final\Guava02946.png,3
Tomatoes,images/Tomatoes\Tamotoes001571.png,13
Guava,images/Guava/guava total final\Guava0391.png,3
Orange,images/Orange\Orange002038.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002668.png,4
Pitaya,images/Pitaya\Pitaya001033.png,10
Banana,images/Banana\Banana0637.png,1
Orange,images/Orange\Orange002204.png,6
Kiwi,images/Kiwi/kiwi A\Kiwi A001885.png,4
Apple,images/Apple\Apple 01674.png,0
Carambola,images/Carambola\Carambola 001582.png,2
muskmelon,images/muskmelon\Muskmelon 001855.png,14
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002051.png,4
Carambola,images/Carambola\Carambola 002004.png,2
Orange,images/Orange\Orange002103.png,6
Guava,images/Guava/guava total final\Guava01243.png,3
Pomegranate,images/Pomegranate\Pomegranet00959.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002069.png,4
Banana,images/Banana\Banana0757.png,1
Apple,images/Apple\Apple 04728.png,0
Guava,images/Guava/guava total final\scene02941.png,3
muskmelon,images/muskmelon\Muskmelon 001044.png,14
Peach,images/Peach\Peach00785.png,7
Tomatoes,images/Tomatoes\Tamotoes001015.png,13
Guava,images/Guava/guava total final\Guava0328.png,3
Pear,images/Pear\pear_0_7308.png,8
Guava,images/Guava/guava total final\Guava02737.png,3
Plum,images/Plum\PlumÒÇé673.png,11
Tomatoes,images/Tomatoes\Tamotoes00696.png,13
Peach,images/Peach\Peach00517.png,7
Apple,images/Apple\Apple 01008.png,0
Apple,images/Apple\Apple 02193.png,0
Pitaya,images/Pitaya\Pitaya001647.png,10
Guava,images/Guava/guava total final\Guava9.png,3
Carambola,images/Carambola\Carambola 001659.png,2
Apple,images/Apple\Apple_0_8142.png,0
Persimmon,images/Persimmon\Persimmon1964.png,9
Orange,images/Orange\Orange002482.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003118.png,4
Apple,images/Apple\Apple 0786.png,0
Apple,images/Apple\Apple 01647.png,0
Apple,images/Apple\Apple 02780.png,0
Mango,images/Mango\Mango00107.png,5
Guava,images/Guava/guava total final\Guava763.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001459.png,4
Guava,images/Guava/guava total final\scene05721.png,3
Pear,images/Pear\Pear 1251.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003309.png,4
Guava,images/Guava/guava total final\Guava02013.png,3
Apple,images/Apple\Apple 03524.png,0
Persimmon,images/Persimmon\Persimmon303.png,9
Pear,images/Pear\Pear 1708.png,8
Plum,images/Plum\PlumÒÇé656.png,11
Pomegranate,images/Pomegranate\Pomegranet001820.png,12
Plum,images/Plum\PlumÒÇé1751.png,11
Guava,images/Guava/guava total final\Guava03231.png,3
Apple,images/Apple\Apple 02044.png,0
Guava,images/Guava/guava total final\Guava02335.png,3
Peach,images/Peach\Peach001034.png,7
Guava,images/Guava/guava total final\Guava03834.png,3
Mango,images/Mango\Mango003594.png,5
Guava,images/Guava/guava total final\Guava01859.png,3
Pear,images/Pear\Pear 2176.png,8
Persimmon,images/Persimmon\Persimmon70.png,9
Pomegranate,images/Pomegranate\Pomegranet001926.png,12
Apple,images/Apple\Apple 0986.png,0
Tomatoes,images/Tomatoes\Tamotoes00751.png,13
Peach,images/Peach\Peach002516.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00291.png,4
Peach,images/Peach\Peach00697.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002693.png,4
Banana,images/Banana\Banana02231.png,1
Guava,images/Guava/guava total final\cene10621.png,3
Guava,images/Guava/guava total final\scene02921.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C00197.png,4
Plum,images/Plum\PlumÒÇé54.png,11
Orange,images/Orange\Orange001547.png,6
Apple,images/Apple\Apple 01785.png,0
Pitaya,images/Pitaya\Pitaya002136.png,10
Guava,images/Guava/guava total final\Guava01840.png,3
Persimmon,images/Persimmon\Persimmon580.png,9
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002922.png,4
Apple,images/Apple\Apple 03972.png,0
Plum,images/Plum\PlumÒÇé1120.png,11
Carambola,images/Carambola\Carambola 001070.png,2
Tomatoes,images/Tomatoes\Tamotoes00588.png,13
Guava,images/Guava/guava total final\Guava03931.png,3
Pomegranate,images/Pomegranate\Pomegranet00312.png,12
Banana,images/Banana\Banana01365.png,1
Guava,images/Guava/guava total final\Guava02991.png,3
muskmelon,images/muskmelon\Muskmelon 002072.png,14
Carambola,images/Carambola\Carambola 001959.png,2
Pitaya,images/Pitaya\Pitaya001981.png,10
Mango,images/Mango\Mango002748.png,5
Guava,images/Guava/guava total final\Guava0174.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003195.png,4
Apple,images/Apple\Apple 0577.png,0
Orange,images/Orange\Orange001099.png,6
Mango,images/Mango\Mango00251.png,5
Guava,images/Guava/guava total final\Guava02322.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001513.png,4
muskmelon,images/muskmelon\Muskmelon 001130.png,14
Guava,images/Guava/guava total final\Guava03407.png,3
Peach,images/Peach\Peach001389.png,7
Guava,images/Guava/guava total final\Guava01641.png,3
Orange,images/Orange\Orange00397.png,6
Guava,images/Guava/guava total final\scene10661.png,3
Plum,images/Plum\PlumÒÇé324.png,11
Carambola,images/Carambola\Carambola 001892.png,2
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001319.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001098.png,4
Pear,images/Pear\Pear 1094.png,8
Peach,images/Peach\Peach00167.png,7
Peach,images/Peach\Peach001095.png,7
Guava,images/Guava/guava total final\Guava261.png,3
Guava,images/Guava/guava total final\ene11071.png,3
Orange,images/Orange\Orange002943.png,6
Plum,images/Plum\PlumÒÇé2192.png,11
muskmelon,images/muskmelon\Muskmelon 00773.png,14
Apple,images/Apple\Apple 04596.jpeg,0
Banana,images/Banana\Banana02088.png,1
Apple,images/Apple\Apple 02447.png,0
Apple,images/Apple\Apple 01025.png,0
Guava,images/Guava/guava total final\Guava0673.png,3
Apple,images/Apple\Apple 04196.jpeg,0
Mango,images/Mango\Mango001086.png,5
Apple,images/Apple\Apple 01282.png,0
Pear,images/Pear\pear_0_7816.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00506.png,4
Pear,images/Pear\Pear 2158.png,8
Plum,images/Plum\PlumÒÇé290.png,11
Mango,images/Mango\Mango00681.png,5
Persimmon,images/Persimmon\Persimmon687.png,9
Apple,images/Apple\Apple 02677.png,0
Pomegranate,images/Pomegranate\Pomegranet001251.png,12
Tomatoes,images/Tomatoes\Tamotoes00579.png,13
Pomegranate,images/Pomegranate\Pomegranet00499.png,12
Apple,images/Apple\Apple 0299.png,0
Apple,images/Apple\Apple 02.png,0
Pear,images/Pear\Pear 507.png,8
Plum,images/Plum\PlumÒÇé1254.png,11
Orange,images/Orange\Orange001354.png,6
muskmelon,images/muskmelon\Muskmelon 001311.png,14
Apple,images/Apple\Apple_0_6912.png,0
Pitaya,images/Pitaya\Pitaya002061.png,10
Apple,images/Apple\Apple 04487.jpeg,0
Kiwi,images/Kiwi/Kiwi C\Kiwi C00182.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B00898.png,4
Pitaya,images/Pitaya\Pitaya00340.png,10
Orange,images/Orange\Orange00687.png,6
Guava,images/Guava/guava total final\scene07281.png,3
Guava,images/Guava/guava total final\cene09631.png,3
muskmelon,images/muskmelon\Muskmelon 001111.png,14
Apple,images/Apple\Apple 01712.png,0
Orange,images/Orange\Orange001585.png,6
Apple,images/Apple\Apple 03286.png,0
Guava,images/Guava/guava total final\ene12301.png,3
Guava,images/Guava/guava total final\Guava01894.png,3
Tomatoes,images/Tomatoes\Tamotoes001902.png,13
Guava,images/Guava/guava total final\cene10441.png,3
Persimmon,images/Persimmon\Persimmon29.png,9
Peach,images/Peach\Peach00876.png,7
Carambola,images/Carambola\Carambola 00959.png,2
muskmelon,images/muskmelon\Muskmelon 00430.png,14
Kiwi,images/Kiwi/kiwi A\Kiwi A001555.png,4
Banana,images/Banana\Banana01528.png,1
Orange,images/Orange\Orange002400.png,6
Kiwi,images/Kiwi/kiwi A\Kiwi A001823.png,4
Plum,images/Plum\PlumÒÇé2078.png,11
Banana,images/Banana\Banana0499.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A00264.png,4
Guava,images/Guava/guava total final\Guava897.png,3
Guava,images/Guava/guava total final\Guava03640.png,3
Mango,images/Mango\Mango001911.png,5
Orange,images/Orange\Orange002312.png,6
Plum,images/Plum\PlumÒÇé778.png,11
Apple,images/Apple\Apple 01273.png,0
Peach,images/Peach\Peach001430.png,7
Plum,images/Plum\PlumÒÇé760.png,11
Pitaya,images/Pitaya\Pitaya00424.png,10
Pomegranate,images/Pomegranate\Pomegranet00988.png,12
Pomegranate,images/Pomegranate\Pomegranet00203.png,12
Banana,images/Banana\Banana0419.png,1
Guava,images/Guava/guava total final\Guava0519.png,3
Pitaya,images/Pitaya\Pitaya001731.png,10
muskmelon,images/muskmelon\Muskmelon 0068.png,14
Apple,images/Apple\Apple 02265.png,0
Tomatoes,images/Tomatoes\Tamotoes00870.png,13
Pear,images/Pear\Pear 761.png,8
Apple,images/Apple\Apple_0_4904.png,0
Pear,images/Pear\Pear 829.png,8
Kiwi,images/Kiwi/kiwi A\Kiwi A00191.png,4
Persimmon,images/Persimmon\Persimmon900.png,9
Pomegranate,images/Pomegranate\Pomegranet00995.png,12
Guava,images/Guava/guava total final\Guava809.png,3
muskmelon,images/muskmelon\Muskmelon 001521.png,14
Guava,images/Guava/guava total final\Guava02654.png,3
Guava,images/Guava/guava total final\Guava02731.png,3
muskmelon,images/muskmelon\Muskmelon 002035.png,14
Pitaya,images/Pitaya\Pitaya002481.png,10
Plum,images/Plum\PlumÒÇé2223.png,11
Pomegranate,images/Pomegranate\Pomegranet00675.png,12
Carambola,images/Carambola\Carambola 001995.png,2
Pomegranate,images/Pomegranate\Pomegranet002100.png,12
Pomegranate,images/Pomegranate\Pomegranet00206.png,12
Kiwi,images/Kiwi/Kiwi B\Kiwi B00102.png,4
Banana,images/Banana\Banana02617.png,1
Apple,images/Apple\Apple 01433.png,0
Guava,images/Guava/guava total final\Guava02646.png,3
Pear,images/Pear\Pear 63.png,8
Peach,images/Peach\Peach002409.png,7
Peach,images/Peach\Peach001924.png,7
Apple,images/Apple\Apple 01158.png,0
Peach,images/Peach\Peach001155.png,7
Guava,images/Guava/guava total final\Guava312.png,3
muskmelon,images/muskmelon\Muskmelon 00196.png,14
Guava,images/Guava/guava total final\Guava0438.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C00892.png,4
Guava,images/Guava/guava total final\ene06991.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001234.png,4
Peach,images/Peach\Peach001428.png,7
Kiwi,images/Kiwi/kiwi A\Kiwi A001185.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B00428.png,4
Pomegranate,images/Pomegranate\Pomegranet00968.png,12
Apple,images/Apple\Apple 03495.png,0
Apple,images/Apple\Apple 042.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001101.png,4
Persimmon,images/Persimmon\Persimmon1044.png,9
Carambola,images/Carambola\Carambola 00228.png,2
Guava,images/Guava/guava total final\Guava03676.png,3
Persimmon,images/Persimmon\Persimmon1450.png,9
Tomatoes,images/Tomatoes\Tamotoes0030.png,13
Pitaya,images/Pitaya\Pitaya00228.png,10
Orange,images/Orange\Orange001415.png,6
Kiwi,images/Kiwi/Kiwi B\Kiwi B00618.png,4
Orange,images/Orange\Orange00230.png,6
Mango,images/Mango\Mango001120.png,5
Guava,images/Guava/guava total final\Guava01259.png,3
Pitaya,images/Pitaya\Pitaya001402.png,10
Orange,images/Orange\Orange002675.png,6
Apple,images/Apple\Apple 02851.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A00885.png,4
Pear,images/Pear\Pear 464.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi0021.png,4
Orange,images/Orange\Orange00513.png,6
muskmelon,images/muskmelon\Muskmelon 001800.png,14
Orange,images/Orange\Orange001201.png,6
Pomegranate,images/Pomegranate\Pomegranet001844.png,12
Guava,images/Guava/guava total final\cene13951.png,3
Banana,images/Banana\Banana02219.png,1
Guava,images/Guava/guava total final\Guava03649.png,3
Persimmon,images/Persimmon\Persimmon1315.png,9
Banana,images/Banana\Banana01892.png,1
Orange,images/Orange\Orange00936.png,6
Tomatoes,images/Tomatoes\Tamotoes00847.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00517.png,4
Plum,images/Plum\PlumÒÇé708.png,11
Pear,images/Pear\pear_0_8028.png,8
Pomegranate,images/Pomegranate\Pomegranet00179.png,12
Tomatoes,images/Tomatoes\Tamotoes00139.png,13
Apple,images/Apple\Apple 02558.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A001508.png,4
muskmelon,images/muskmelon\Muskmelon 001844.png,14
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00871.png,4
Guava,images/Guava/guava total final\Guava02364.png,3
Guava,images/Guava/guava total final\ene06571.png,3
Plum,images/Plum\PlumÒÇé1802.png,11
Plum,images/Plum\PlumÒÇé137.png,11
Pitaya,images/Pitaya\Pitaya001706.png,10
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002193.png,4
Guava,images/Guava/guava total final\Guava03462.png,3
Pear,images/Pear\pear_0_3735.png,8
Banana,images/Banana\Banana01662.png,1
Pitaya,images/Pitaya\Pitaya001888.png,10
Kiwi,images/Kiwi/kiwi A\Kiwi A00362.png,4
Pear,images/Pear\Pear 296.png,8
Persimmon,images/Persimmon\Persimmon1705.png,9
Pear,images/Pear\Pear 518.png,8
Pomegranate,images/Pomegranate\Pomegranet00117.png,12
muskmelon,images/muskmelon\Muskmelon 00238.png,14
Persimmon,images/Persimmon\Persimmon1703.png,9
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002018.png,4
Plum,images/Plum\PlumÒÇé1859.png,11
Carambola,images/Carambola\Carambola 00459.png,2
Peach,images/Peach\Peach001644.png,7
Peach,images/Peach\Peach00291.png,7
Pitaya,images/Pitaya\Pitaya001860.png,10
Kiwi,images/Kiwi/kiwi A\Kiwi A00829.png,4
